	sequence_id	Assembly	Domain	Temperature	cluster_id	genus	species	tax_cluster_id	len
186	GCA_000425505.1	GCA_000425505.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium frigidarium	1121890.0	500001
187	GCA_000428725.1	GCA_000428725.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychromonas	Psychromonas aquimarina	1278312.0	500001
188	GCA_000429345.1	GCA_000429345.1	Bacteria	Thermophiles	Bacteria_Temperature	Desulfovirgula	Desulfovirgula thermocuniculi	1121468.0	500003
189	GCA_000429525.1	GCA_000429525.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_A	Alicyclobacillus_A contaminans	1120971.0	500002
190	GCA_000430045.1	GCA_000430045.1	Bacteria	Thermophiles	Bacteria_Temperature	Calidithermus	Calidithermus chliarophilus	926560.0	500000
191	GCA_000430585.1	GCA_000430585.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_G	Alicyclobacillus_G herbarius	1120972.0	500001
192	GCA_000444055.1	GCA_000444055.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus acidoterrestris	1450.0	500003
193	GCA_000446015.1	GCA_000446015.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermofilum_B	Thermofilum_B adornatum	1365176.0	500000
194	GCA_000455345.1	GCA_000455345.1	Archaea	Thermophiles	Archaea_Temperature	Halopiger_A	Halopiger_A goleimassiliensis	1293048.0	500000
195	GCA_000470655.1	GCA_000470655.1	Archaea	Mesophiles	Archaea_Temperature	Halorhabdus	Halorhabdus tiamatea	1033806.0	500000
196	GCA_000471625.1	GCA_000471625.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter aquaticus	1354303.0	500000
197	GCA_000472905.1	GCA_000472905.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_A	Alicyclobacillus_A pomorum	1111479.0	500001
198	GCA_000482725.1	GCA_000482725.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychromonas	Psychromonas arctica	1123036.0	500001
199	GCA_000482765.1	GCA_000482765.1	Bacteria	Thermophiles	Bacteria_Temperature	Meiothermus	Meiothermus taiwanensis	172827.0	500003
200	GCA_000504085.1	GCA_000504085.1	Bacteria	Thermophiles	Bacteria_Temperature	Pseudothermotoga_B	Pseudothermotoga_B elfii	416591.0	500000
201	GCA_000504205.1	GCA_000504205.1	Archaea	Mesophiles	Archaea_Temperature	Methanolobus	Methanolobus tindarius	1090322.0	500000
202	GCA_000507185.2	GCA_000507185.2	Bacteria	Hyperthermophiles	Bacteria_Temperature	Pseudomonas_E	Pseudomonas_E syringae	52001.0	500000
203	GCA_000508305.1	GCA_000508305.1	Archaea	Thermophiles	Archaea_Temperature	Sulfolobus	Sulfolobus acidocaldarius_A	2285.0	500000
204	GCA_000512735.1	GCA_000512735.1	Bacteria	Hyperthermophiles	Bacteria_Temperature	Thermocrinis	Thermocrinis ruber	75906.0	500000
205	GCA_000513315.1	GCA_000513315.1	Archaea	Mesophiles	Archaea_Temperature	Methanobrevibacter_C	Methanobrevibacter_C arboriphilus_A	39441.0	500000
206	GCA_000513855.1	GCA_000513855.1	Archaea	Hyperthermophiles	Archaea_Temperature	Desulfurococcus	Desulfurococcus amylolyticus	490899.0	500000
207	GCA_000518605.1	GCA_000518605.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella fidelis	1336247.0	500000
208	GCA_000518705.1	GCA_000518705.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella colwelliana	1336240.0	500001
209	GCA_000518805.1	GCA_000518805.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella waksmanii	1336233.0	500001
210	GCA_000525795.1	GCA_000525795.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria	Listeria aquatica	1265818.0	500001
211	GCA_000525875.1	GCA_000525875.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria	Listeria floridensis	1265817.0	500001
212	GCA_000525975.1	GCA_000525975.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria_A	Listeria_A rocourtiae	647910.0	500002
213	GCA_000525995.1	GCA_000525995.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria_A	Listeria_A riparia	1265816.0	500000
214	GCA_000585495.1	GCA_000585495.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus nautili	195522.0	500000
215	GCA_000591035.1	GCA_000591035.1	Archaea	Hyperthermophiles	Archaea_Temperature	Aeropyrum	Aeropyrum camini	1198449.0	500000
216	GCA_000614975.1	GCA_000614975.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella marina	1236542.0	500001
217	GCA_000620065.1	GCA_000620065.1	Bacteria	Thermophiles	Bacteria_Temperature	Meiothermus	Meiothermus cerbereus	1122221.0	500002
218	GCA_000632495.1	GCA_000632495.1	Archaea	Thermophiles	Archaea_Temperature	Acidianus	Acidianus copahuensis	1160895.0	500001
219	GCA_000632715.1	GCA_000632715.1	Bacteria	Thermophiles	Bacteria_Temperature	Saccharococcus	Saccharococcus caldoxylosilyticus	81408.0	500003
220	GCA_000690595.2	GCA_000690595.2	Archaea	Thermophiles	Archaea_Temperature	Natrinema	Natrinema mahii	1416969.0	500000
221	GCA_000698785.1	GCA_000698785.1	Archaea	Mesophiles	Archaea_Temperature	Nitrososphaera	Nitrososphaera viennensis	926571.0	500000
222	GCA_000702485.1	GCA_000702485.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_H	Alicyclobacillus_H macrosporangiidus_B	392015.0	500000
223	GCA_000709345.1	GCA_000709345.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaromonas	Polaromonas glacialis	866564.0	500000
224	GCA_000711215.1	GCA_000711215.1	Archaea	Mesophiles	Archaea_Temperature	Methanomicrobium	Methanomicrobium mobile	694440.0	500001
225	GCA_000725425.1	GCA_000725425.1	Archaea	Thermophiles	Archaea_Temperature	Palaeococcus	Palaeococcus pacificus	1343739.0	500000
226	GCA_000739065.1	GCA_000739065.1	Archaea	Hyperthermophiles	Archaea_Temperature	Methanocaldococcus	Methanocaldococcus bathoardescens		500000
227	GCA_000742895.1	GCA_000742895.1	Bacteria	Mesophiles	Bacteria_Temperature	Bacillus_A	Bacillus_A anthracis	572264.0	500000
228	GCA_000744175.1	GCA_000744175.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus tengchongensis	1214928.0	500000
229	GCA_000744885.1	GCA_000744885.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus amyloliquefaciens	1449080.0	500000
230	GCA_000745065.1	GCA_000745065.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus caliditerrae	1330700.0	500000
231	GCA_000753795.1	GCA_000753795.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella mangrovi	1515746.0	500000
232	GCA_000759775.1	GCA_000759775.1	Bacteria	Mesophiles	Bacteria_Temperature	Escherichia	Escherichia albertii	910238.0	500005
233	GCA_000763575.1	GCA_000763575.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermoanaerobacter	Thermoanaerobacter kivui	2325.0	500000
234	GCA_000766145.1	GCA_000766145.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria_A	Listeria_A newyorkensis	1497681.0	500000
235	GCA_000766865.1	GCA_000766865.1	Bacteria	Mesophiles	Bacteria_Temperature	Listeria_A	Listeria_A booriae	1552123.0	500000
236	GCA_000769655.1	GCA_000769655.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus eurythermalis	1505907.0	500000
237	GCA_000771745.2	GCA_000771745.2	Bacteria	Thermophiles	Bacteria_Temperature	Thermus_A	Thermus_A filiformis	276.0	500000
238	GCA_000784355.1	GCA_000784355.1	Archaea	Mesophiles	Archaea_Temperature	Methanolacinia	Methanolacinia paynteri	694436.0	500001
239	GCA_000785785.1	GCA_000785785.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus uberis_A	1349.0	500003
240	GCA_000789255.1	GCA_000789255.1	Archaea	Hyperthermophiles	Archaea_Temperature	Geoglobus	Geoglobus acetivorans	565033.0	500000
241	GCA_000816085.1	GCA_000816085.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus hyicus	1284.0	500000
242	GCA_000816105.1	GCA_000816105.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus guaymasensis	1432656.0	500000
243	GCA_000816145.1	GCA_000816145.1	Bacteria	Thermophiles	Bacteria_Temperature	Pseudothermotoga_A	Pseudothermotoga_A hypogea	1123384.0	500000
244	GCA_000828575.1	GCA_000828575.1	Archaea	Thermophiles	Archaea_Temperature	Methanothermobacter	Methanothermobacter sp000828575	866790.0	500000
245	GCA_000828655.1	GCA_000828655.1	Bacteria	Thermophiles	Bacteria_Temperature	Pseudothermotoga_A	Pseudothermotoga_A caldifontis	1408159.0	500000
246	GCA_000828675.1	GCA_000828675.1	Bacteria	Thermophiles	Bacteria_Temperature	Pseudothermotoga_B	Pseudothermotoga_B profunda	1408160.0	500000
247	GCA_000831005.1	GCA_000831005.1	Bacteria	Mesophiles	Bacteria_Temperature	Marinobacter	Marinobacter salarius	1420917.0	500000
248	GCA_000833605.1	GCA_000833605.1	Bacteria	Thermophiles	Bacteria_Temperature	Anoxybacillus	Anoxybacillus ayderensis	265546.0	500001
249	GCA_000875775.1	GCA_000875775.1	Archaea	Mesophiles	Archaea_Temperature	Nitrosopumilus	Nitrosopumilus piranensis	1582439.0	500000
250	GCA_000875895.1	GCA_000875895.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus gallinarum	1293.0	500000
251	GCA_000934465.1	GCA_000934465.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus microti	569857.0	500003
252	GCA_000953475.1	GCA_000953475.1	Bacteria	Thermophiles	Bacteria_Temperature	Methylacidiphilum	Methylacidiphilum fumariolicum	591154.0	500000
253	GCA_000953735.1	GCA_000953735.1	Bacteria	Psychrophiles	Bacteria_Temperature	Moritella	Moritella viscosa	80854.0	500000
254	GCA_000955725.1	GCA_000955725.1	Bacteria	Thermophiles	Bacteria_Temperature	Caldicellulosiruptor	Caldicellulosiruptor danielii	1387557.0	500000
255	GCA_000955735.1	GCA_000955735.1	Bacteria	Thermophiles	Bacteria_Temperature	Caldicellulosiruptor	Caldicellulosiruptor naganoensis	1387569.0	500000
256	GCA_000955745.1	GCA_000955745.1	Bacteria	Thermophiles	Bacteria_Temperature	Caldicellulosiruptor	Caldicellulosiruptor morganii	1387555.0	500000
257	GCA_000956175.1	GCA_000956175.1	Archaea	Mesophiles	Archaea_Temperature	Nitrosopumilus	Nitrosopumilus adriaticus	1580092.0	500000
258	GCA_000966265.1	GCA_000966265.1	Archaea	Hyperthermophiles	Archaea_Temperature	Palaeococcus	Palaeococcus ferrophilus	588319.0	500001
259	GCA_000967895.1	GCA_000967895.1	Bacteria	Psychrophiles	Bacteria_Temperature	Oleispira	Oleispira antarctica	698738.0	500000
260	GCA_000969885.1	GCA_000969885.1	Archaea	Thermophiles	Archaea_Temperature	Methanosarcina	Methanosarcina thermophila	523844.0	500000
261	GCA_000969905.1	GCA_000969905.1	Archaea	Mesophiles	Archaea_Temperature	Methanosarcina	Methanosarcina vacuolata	1434123.0	500000
262	GCA_000970085.1	GCA_000970085.1	Archaea	Mesophiles	Archaea_Temperature	Methanosarcina	Methanosarcina siciliae	1434118.0	500000
263	GCA_000970205.1	GCA_000970205.1	Archaea	Mesophiles	Archaea_Temperature	Methanosarcina	Methanosarcina mazei	192952.0	500000
264	GCA_000970265.1	GCA_000970265.1	Archaea	Psychrophiles	Archaea_Temperature	Methanosarcina	Methanosarcina lacustris	1434111.0	500000
265	GCA_000970285.1	GCA_000970285.1	Archaea	Mesophiles	Archaea_Temperature	Methanosarcina	Methanosarcina horonobensis	1434110.0	500000
266	GCA_000982825.1	GCA_000982825.1	Bacteria	Mesophiles	Bacteria_Temperature	Cronobacter	Cronobacter sakazakii	1208592.0	500000
267	GCA_001006045.1	GCA_001006045.1	Archaea	Hyperthermophiles	Archaea_Temperature	Geoglobus	Geoglobus ahangari	113653.0	500000
268	GCA_001006765.1	GCA_001006765.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus succinus	61015.0	500001
269	GCA_001017125.1	GCA_001017125.1	Archaea	Mesophiles	Archaea_Temperature	Methanoculleus	Methanoculleus sediminis	1550566.0	500000
270	GCA_001027105.1	GCA_001027105.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus aureus	1280.0	500000
271	GCA_001043175.1	GCA_001043175.1	Bacteria	Psychrophiles	Bacteria_Temperature	Marinobacter	Marinobacter psychrophilus	330734.0	500000
272	GCA_001077885.1	GCA_001077885.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium swingsii	680026.0	500000
273	GCA_001189275.1	GCA_001189275.1	Archaea	Thermophiles	Archaea_Temperature	Pyrobaculum	Pyrobaculum sp001189275	1227555.0	500000
274	GCA_001267405.1	GCA_001267405.1	Bacteria	Thermophiles	Bacteria_Temperature	Moorella	Moorella thermoacetica	1325331.0	500000
275	GCA_001277175.1	GCA_001277175.1	Bacteria	Mesophiles	Bacteria_Temperature	Cronobacter	Cronobacter universalis	1074000.0	500000
276	GCA_001277195.1	GCA_001277195.1	Bacteria	Mesophiles	Bacteria_Temperature	Cronobacter	Cronobacter muytjensii	1159613.0	500000
277	GCA_001277215.2	GCA_001277215.2	Bacteria	Mesophiles	Bacteria_Temperature	Cronobacter	Cronobacter malonaticus	413503.0	500000
278	GCA_001277235.1	GCA_001277235.1	Bacteria	Mesophiles	Bacteria_Temperature	Cronobacter	Cronobacter dublinensis	1208656.0	500000
279	GCA_001277255.1	GCA_001277255.1	Bacteria	Mesophiles	Bacteria_Temperature	Cronobacter	Cronobacter condimenti	1073999.0	500000
280	GCA_001280255.1	GCA_001280255.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus aquaticus	271.0	500000
281	GCA_001280565.1	GCA_001280565.1	Bacteria	Thermophiles	Bacteria_Temperature	Sulfobacillus	Sulfobacillus thermosulfidooxidans_A	28034.0	500000
282	GCA_001294625.1	GCA_001294625.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter alpinus_A	656366.0	500000
283	GCA_001295365.1	GCA_001295365.1	Bacteria	Thermophiles	Bacteria_Temperature	Parageobacillus	Parageobacillus thermoglucosidasius	1136178.0	500000
284	GCA_001298525.1	GCA_001298525.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter urativorans_A	45610.0	500000
285	GCA_001310975.1	GCA_001310975.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermoanaerobacter	Thermoanaerobacter thermocopriae	580331.0	500003
286	GCA_001375655.1	GCA_001375655.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus varani	1608583.0	500000
287	GCA_001411745.2	GCA_001411745.2	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter glacincola_A	56810.0	500000
288	GCA_001412615.1	GCA_001412615.1	Archaea	Hyperthermophiles	Archaea_Temperature	Pyrodictium	Pyrodictium delaneyi	1273541.0	500000
289	GCA_001444505.1	GCA_001444505.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter piscatorii	554343.0	500004
290	GCA_001445575.1	GCA_001445575.1	Bacteria	Psychrophiles	Bacteria_Temperature	Specibacter	Specibacter alpinus_C	656366.0	500000
291	GCA_001447355.1	GCA_001447355.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus tengchongensis	368812.0	500001
292	GCA_001462395.1	GCA_001462395.1	Archaea	Hyperthermophiles	Archaea_Temperature	Pyrodictium	Pyrodictium occultum	2309.0	500000
293	GCA_001481685.1	GCA_001481685.1	Archaea	Hyperthermophiles	Archaea_Temperature	Ignicoccus	Ignicoccus islandicus	54259.0	500000
294	GCA_001484195.1	GCA_001484195.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus celericrescens	2598455.0	500004
295	GCA_001500315.1	GCA_001500315.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus auricularis	29379.0	500001
296	GCA_001509375.1	GCA_001509375.1	Archaea	Mesophiles	Archaea_Temperature	Methanothrix_A	Methanothrix_A harundinacea_D	1110509.0	500007
297	GCA_001516585.1	GCA_001516585.1	Archaea	Thermophiles	Archaea_Temperature	Thermocladium	Thermocladium sp001516585	1714261.0	500011
298	GCA_001535545.1	GCA_001535545.1	Bacteria	Hyperthermophiles	Bacteria_Temperature	Thermus	Thermus parvatiensis	456163.0	500000
299	GCA_001542905.1	GCA_001542905.1	Archaea	Mesophiles	Archaea_Temperature	Halorubrum	Halorubrum aethiopicum	1758255.0	500000
300	GCA_001544255.1	GCA_001544255.1	Bacteria	Mesophiles	Bacteria_Temperature	Enterococcus_B	Enterococcus_B faecium	1442605.0	500001
301	GCA_001544355.1	GCA_001544355.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus acidiphilus	1255277.0	500003
302	GCA_001552255.1	GCA_001552255.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_G	Alicyclobacillus_G shizuokensis	1220573.0	500002
303	GCA_001552655.1	GCA_001552655.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus_G	Alicyclobacillus_G kakegawensis	1220571.0	500001
304	GCA_001552675.1	GCA_001552675.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus sendaiensis	1220572.0	500005
305	GCA_001562115.1	GCA_001562115.1	Bacteria	Psychrophiles	Bacteria_Temperature	Alteromonas	Alteromonas stellipolaris	233316.0	500000
306	GCA_001570745.1	GCA_001570745.1	Bacteria	Thermophiles	Bacteria_Temperature	Alicyclobacillus	Alicyclobacillus mali	1314748.0	500001
307	GCA_001571405.1	GCA_001571405.1	Archaea	Thermophiles	Archaea_Temperature	Methanoculleus	Methanoculleus thermophilus	2200.0	500000
308	GCA_001592435.1	GCA_001592435.1	Archaea	Thermophiles	Archaea_Temperature	Thermococcus	Thermococcus peptonophilus	53952.0	500000
309	GCA_001594015.1	GCA_001594015.1	Bacteria	Thermophiles	Bacteria_Temperature	Moorella	Moorella mulderi	1122241.0	500000
310	GCA_001598235.1	GCA_001598235.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaromonas	Polaromonas jejuensis	1321608.0	500000
311	GCA_001602375.1	GCA_001602375.1	Archaea	Mesophiles	Archaea_Temperature	Methanoculleus	Methanoculleus horonobensis	528314.0	500000
312	GCA_001606025.1	GCA_001606025.1	Bacteria	Psychrophiles	Bacteria_Temperature	Psychrobacter	Psychrobacter alimentarius_A	261164.0	500000
313	GCA_001634285.1	GCA_001634285.1	Bacteria	Thermophiles	Bacteria_Temperature	Anoxybacillus_A	Anoxybacillus_A amylolyticus	294699.0	500000
314	GCA_001639275.1	GCA_001639275.1	Archaea	Mesophiles	Archaea_Temperature	Methanobrevibacter_A	Methanobrevibacter_A oralis	1415626.0	500004
315	GCA_001640115.1	GCA_001640115.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter atrinae	1333662.0	500001
316	GCA_001644665.1	GCA_001644665.1	Bacteria	Thermophiles	Bacteria_Temperature	Fervidobacterium	Fervidobacterium pennivorans_A	93466.0	500000
317	GCA_001647085.1	GCA_001647085.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus piezophilus	1712654.0	500000
318	GCA_001679725.1	GCA_001679725.1	Bacteria	Psychrophiles	Bacteria_Temperature	Cryobacterium	Cryobacterium arcticum_A	670052.0	500000
319	GCA_001708385.1	GCA_001708385.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium psychrophilum_A	96345.0	500000
320	GCA_001719065.1	GCA_001719065.1	Bacteria	Thermophiles	Bacteria_Temperature	Fervidobacterium_A	Fervidobacterium_A thailandense	1008305.0	500001
321	GCA_001719125.1	GCA_001719125.1	Archaea	Thermophiles	Archaea_Temperature	Saccharolobus	Saccharolobus sp001719125	1891280.0	500000
322	GCA_001748385.1	GCA_001748385.1	Archaea	Hyperthermophiles	Archaea_Temperature	Vulcanisaeta_B	Vulcanisaeta_B thermophila	867917.0	500000
323	GCA_001761365.1	GCA_001761365.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter vadi	1774273.0	500000
324	GCA_001792775.2	GCA_001792775.2	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus pseudintermedius	283734.0	500001
325	GCA_001880325.1	GCA_001880325.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus brockianus	56956.0	500000
326	GCA_001889405.1	GCA_001889405.1	Archaea	Mesophiles	Archaea_Temperature	Methanohalophilus	Methanohalophilus halophilus	2177.0	500000
327	GCA_001939735.1	GCA_001939735.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium proteolyticum	1903952.0	500001
328	GCA_001950255.1	GCA_001950255.1	Bacteria	Thermophiles	Bacteria_Temperature	Carboxydothermus	Carboxydothermus pertinax	870242.0	500001
329	GCA_001950325.1	GCA_001950325.1	Bacteria	Thermophiles	Bacteria_Temperature	Carboxydothermus	Carboxydothermus islandicus	661089.0	500002
330	GCA_001953745.1	GCA_001953745.1	Archaea	Thermophiles	Archaea_Temperature	Natrinema	Natrinema saccharevitans	301967.0	500000
331	GCA_001971705.1	GCA_001971705.1	Archaea	Mesophiles	Archaea_Temperature	Natronorubrum	Natronorubrum daqingense	588898.0	500000
332	GCA_001975665.1	GCA_001975665.1	Bacteria	Psychrophiles	Bacteria_Temperature	Polaribacter	Polaribacter reichenbachii	996801.0	500000
333	GCA_002005305.1	GCA_002005305.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella psychrophila	225848.0	500000
334	GCA_002072215.1	GCA_002072215.1	Archaea	Mesophiles	Archaea_Temperature	Methanobrevibacter_C	Methanobrevibacter_C arboriphilus	39441.0	500001
335	GCA_002075795.1	GCA_002075795.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella japonica	93973.0	500000
336	GCA_002094855.1	GCA_002094855.1	Bacteria	Psychrophiles	Bacteria_Temperature	Zunongwangia	Zunongwangia atlantica	1185767.0	500000
337	GCA_002116695.1	GCA_002116695.1	Archaea	Hyperthermophiles	Archaea_Temperature	Acidianus	Acidianus manzaensis	282676.0	500000
338	GCA_002153915.1	GCA_002153915.1	Archaea	Thermophiles	Archaea_Temperature	Methanonatronarchaeum	Methanonatronarchaeum thermophilum	1927129.0	500000
339	GCA_002201895.1	GCA_002201895.1	Archaea	Hyperthermophiles	Archaea_Temperature	Methanopyrus	Methanopyrus sp002201895	1937004.0	500000
340	GCA_002214365.1	GCA_002214365.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus celer	1293037.0	500000
341	GCA_002214385.1	GCA_002214385.1	Archaea	Thermophiles	Archaea_Temperature	Thermococcus	Thermococcus gorgonarius	71997.0	500000
342	GCA_002214465.1	GCA_002214465.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus barossii	54077.0	500000
343	GCA_002214485.1	GCA_002214485.1	Archaea	Thermophiles	Archaea_Temperature	Thermococcus	Thermococcus pacificus	71998.0	500000
344	GCA_002214545.1	GCA_002214545.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus thioreducens	277988.0	500000
345	GCA_002214565.1	GCA_002214565.1	Archaea	Hyperthermophiles	Archaea_Temperature	Thermococcus	Thermococcus radiotolerans	187880.0	500000
346	GCA_002214605.1	GCA_002214605.1	Archaea	Hyperthermophiles	Archaea_Temperature	Pyrococcus	Pyrococcus chitonophagus	54262.0	500000
347	GCA_002215585.1	GCA_002215585.1	Bacteria	Psychrophiles	Bacteria_Temperature	Shewanella	Shewanella marisflavi	260364.0	500000
348	GCA_002217405.1	GCA_002217405.1	Bacteria	Psychrophiles	Bacteria_Temperature	Flavobacterium	Flavobacterium psychrophilum	96345.0	500002
349	GCA_002243045.1	GCA_002243045.1	Archaea	Psychrophiles	Archaea_Temperature	Methanolobus	Methanolobus psychrotolerans	1874706.0	500002
350	GCA_002287235.1	GCA_002287235.1	Archaea	Mesophiles	Archaea_Temperature	Methanosarcina	Methanosarcina spelaei	1036679.0	500007
351	GCA_002355215.1	GCA_002355215.1	Bacteria	Mesophiles	Bacteria_Temperature	Streptococcus	Streptococcus troglodytae	1111760.0	500000
352	GCA_002355995.1	GCA_002355995.1	Bacteria	Thermophiles	Bacteria_Temperature	Thermus	Thermus thermophilus_C	274.0	500000
353	GCA_002502785.1	GCA_002502785.1	Archaea	Mesophiles	Archaea_Temperature	Methanothrix_A	Methanothrix_A harundinacea_A	1110509.0	500007
354	GCA_002503885.1	GCA_002503885.1	Archaea	Mesophiles	Archaea_Temperature	Methanoculleus	Methanoculleus marisnigri_B	368407.0	500009
355	GCA_002506535.1	GCA_002506535.1	Archaea	Mesophiles	Archaea_Temperature	Methanothrix_A	Methanothrix_A harundinacea_B	1110509.0	500002
356	GCA_002572525.1	GCA_002572525.1	Archaea	Thermophiles	Archaea_Temperature	Natrinema	Natrinema sp002572525	1608465.0	500000
357	GCA_002732165.1	GCA_002732165.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus xylosus	1288.0	500000
358	GCA_002754935.1	GCA_002754935.1	Bacteria	Thermophiles	Bacteria_Temperature	Synechococcus_A	Synechococcus_A lividus	1917166.0	500000
359	GCA_002761295.1	GCA_002761295.1	Archaea	Mesophiles	Archaea_Temperature	Methanohalophilus	Methanohalophilus portucalensis	523843.0	500000
360	GCA_002777975.1	GCA_002777975.1	Bacteria	Mesophiles	Bacteria_Temperature	Shewanella	Shewanella carassii	1987584.0	500000
361	GCA_002813695.1	GCA_002813695.1	Archaea	Mesophiles	Archaea_Temperature	Methanobacterium	Methanobacterium subterraneum	59277.0	500000
362	GCA_002849605.1	GCA_002849605.1	Bacteria	Psychrophiles	Bacteria_Temperature	Photobacterium	Photobacterium carnosum	2023717.0	500000
363	GCA_002900365.1	GCA_002900365.1	Bacteria	Mesophiles	Bacteria_Temperature	Escherichia	Escherichia marmotae	1499973.0	500000
364	GCA_002901705.1	GCA_002901705.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus lugdunensis	904354.0	500000
365	GCA_002901825.1	GCA_002901825.1	Bacteria	Mesophiles	Bacteria_Temperature	Mammaliicoccus	Mammaliicoccus sciuri	1296.0	500001
366	GCA_002901845.1	GCA_002901845.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus hominis	1290.0	500000
367	GCA_002901865.1	GCA_002901865.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus agnetis	985762.0	500003
368	GCA_002901945.1	GCA_002901945.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus chromogenes	46126.0	500004
369	GCA_002902235.1	GCA_002902235.1	Bacteria	Mesophiles	Bacteria_Temperature	Staphylococcus	Staphylococcus ureilyticus	94138.0	500005
370	GCA_002902265.1	GCA_002902265.1	Bacteria	Mesophiles	Bacteria_Temperature	Mammaliicoccus	Mammaliicoccus vitulinus	71237.0	500007
